,agent,scenario,type,count
391,Skyvern,"news:sa:Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.",EF,3
392,Skyvern,"news:sa:Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.",EF,3
393,Skyvern,"shop:p1:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",DC,3
394,Skyvern,"shop:p1:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",DC,1
395,Skyvern,"shop:p1:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",DF,2
396,Skyvern,"shop:p1:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,2
397,Skyvern,"shop:p1:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
398,Skyvern,"shop:p1:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",DF,4
399,Skyvern,"shop:p1:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",DF,2
400,Skyvern,"shop:p1:Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.",DC,3
401,Skyvern,"shop:p1:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
402,Skyvern,"shop:p1:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,2
403,Skyvern,"shop:p1:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
404,Skyvern,"shop:p1:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,2
405,Skyvern,"shop:p1:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
406,Skyvern,"shop:p1:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
407,Skyvern,"shop:p1:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,3
408,Skyvern,"shop:p1:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DC,2
409,Skyvern,"shop:p1:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,1
410,Skyvern,"shop:p1:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DC,2
411,Skyvern,"shop:p1:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,1
412,Skyvern,"shop:p1:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DC,2
413,Skyvern,"shop:p1:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,1
414,Skyvern,"shop:p1:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DC,3
415,Skyvern,"shop:p1:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DF,3
416,Skyvern,"shop:p1:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DC,1
417,Skyvern,"shop:p1:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DF,2
418,Skyvern,"shop:p1:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DF,3
419,Skyvern,"shop:p2:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",DC,2
420,Skyvern,"shop:p2:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",DF,1
421,Skyvern,"shop:p2:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",DF,3
422,Skyvern,"shop:p2:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
423,Skyvern,"shop:p2:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",DC,1
424,Skyvern,"shop:p2:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",DF,2
425,Skyvern,"shop:p2:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",DC,1
426,Skyvern,"shop:p2:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",DF,2
427,Skyvern,"shop:p2:Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.",DC,3
428,Skyvern,"shop:p2:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
429,Skyvern,"shop:p2:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
430,Skyvern,"shop:p2:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
431,Skyvern,"shop:p2:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,2
432,Skyvern,"shop:p2:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
433,Skyvern,"shop:p2:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,3
434,Skyvern,"shop:p2:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DC,2
435,Skyvern,"shop:p2:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,1
436,Skyvern,"shop:p2:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DC,2
437,Skyvern,"shop:p2:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,1
438,Skyvern,"shop:p2:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DC,2
439,Skyvern,"shop:p2:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,1
440,Skyvern,"shop:p2:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DC,3
441,Skyvern,"shop:p2:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DF,3
442,Skyvern,"shop:p2:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DC,2
443,Skyvern,"shop:p2:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DF,1
444,Skyvern,"shop:p2:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DC,1
445,Skyvern,"shop:p2:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DF,2
446,Skyvern,"shop:s:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EC,3
447,Skyvern,"shop:s:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EC,3
448,Skyvern,"shop:s:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EC,2
449,Skyvern,"shop:s:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,1
450,Skyvern,"shop:s:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EC,3
451,Skyvern,"shop:s:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
452,Skyvern,"shop:s:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EF,3
453,Skyvern,"shop:s:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EC,1
454,Skyvern,"shop:s:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EF,2
455,Skyvern,"shop:s:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EC,2
456,Skyvern,"shop:s:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EF,1
457,Skyvern,"shop:w:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
458,Skyvern,"shop:w:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
459,Skyvern,"shop:w:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
460,Skyvern,"shop:w:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,2
461,Skyvern,"shop:w:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
462,Skyvern,"shop:w:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DC,3
463,Skyvern,"shop:w:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,3
464,Skyvern,"spotify:am:Buy me the best value membership for a single person Input the results to the scratchpad textarea in the end, if there are any.",EC,3
465,Skyvern,"spotify:am:Buy the best value membership for one person. Input the results to the scratchpad textarea in the end, if there are any.",EC,3
466,Skyvern,"spotify:ds:Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.",EC,2
467,Skyvern,"spotify:ds:Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.",EF,1
468,Skyvern,"spotify:ds:Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.",EC,3
469,Skyvern,"spotify:ds:Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.",EC,1
470,Skyvern,"spotify:ds:Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.",EF,2
471,Skyvern,"spotify:du:Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.",DF,3
472,Skyvern,"spotify:du:Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.",DC,3
473,Skyvern,"spotify:du:Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.",DF,3
474,VisualWebArena,"health:cf:Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.",EF,3
475,VisualWebArena,"health:cf:Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
476,VisualWebArena,"health:cf:Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",EC,3
477,VisualWebArena,"health:cf:Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",EC,3
478,VisualWebArena,"health:cf:View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
479,VisualWebArena,"health:cf:When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.",EC,3
480,VisualWebArena,"health:cs:Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.",DF,3
481,VisualWebArena,"health:cs:Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.",DF,3
482,VisualWebArena,"health:cs:Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",DC,3
483,VisualWebArena,"health:cs:Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",DC,3
484,VisualWebArena,"health:cs:View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.",DF,3
485,VisualWebArena,"health:cs:When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.",DC,2
486,VisualWebArena,"health:cs:When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.",DF,1
487,VisualWebArena,"health:tos:Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.",DF,2
488,VisualWebArena,"health:tos:Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.",EF,1
489,VisualWebArena,"health:tos:Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.",DF,3
490,VisualWebArena,"health:tos:Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",DC,2
491,VisualWebArena,"health:tos:Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",EC,1
492,VisualWebArena,"health:tos:Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",DC,2
493,VisualWebArena,"health:tos:Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",EC,1
494,VisualWebArena,"health:tos:View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.",DF,2
495,VisualWebArena,"health:tos:View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.",EF,1
496,VisualWebArena,"health:tos:When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.",DC,2
497,VisualWebArena,"health:tos:When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.",EC,1
498,VisualWebArena,"news:bs:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",EF,3
499,VisualWebArena,"news:bs:Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.",EC,3
500,VisualWebArena,"news:bs:Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.",EF,3
501,VisualWebArena,"news:cf:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",DF,3
502,VisualWebArena,"news:cf:Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.",DF,3
503,VisualWebArena,"news:cf:Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.",DF,3
504,VisualWebArena,"news:ob:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",EF,3
505,VisualWebArena,"news:ob:Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.",EF,3
506,VisualWebArena,"news:ob:Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.",EF,3
507,VisualWebArena,"news:sa:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",EC,3
508,VisualWebArena,"news:sa:Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.",EC,3
509,VisualWebArena,"news:sa:Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.",EF,3
510,VisualWebArena,"shop:p1:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",DF,2
511,VisualWebArena,"shop:p1:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",EF,1
512,VisualWebArena,"shop:p1:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",DF,1
513,VisualWebArena,"shop:p1:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",EF,2
514,VisualWebArena,"shop:p1:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
515,VisualWebArena,"shop:p1:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,2
516,VisualWebArena,"shop:p1:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",EF,3
517,VisualWebArena,"shop:p1:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",EF,3
518,VisualWebArena,"shop:p1:Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.",EF,3
519,VisualWebArena,"shop:p1:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
520,VisualWebArena,"shop:p1:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,2
521,VisualWebArena,"shop:p1:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,2
522,VisualWebArena,"shop:p1:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,1
523,VisualWebArena,"shop:p1:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
524,VisualWebArena,"shop:p1:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
525,VisualWebArena,"shop:p1:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,2
526,VisualWebArena,"shop:p1:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,2
527,VisualWebArena,"shop:p1:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,1
528,VisualWebArena,"shop:p1:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",EF,3
529,VisualWebArena,"shop:p1:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",EF,3
530,VisualWebArena,"shop:p1:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",EF,3
531,VisualWebArena,"shop:p1:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",EF,3
532,VisualWebArena,"shop:p1:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EF,3
533,VisualWebArena,"shop:p1:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EF,3
534,VisualWebArena,"shop:p1:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EF,3
535,VisualWebArena,"shop:p2:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",DF,1
536,VisualWebArena,"shop:p2:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",EF,2
537,VisualWebArena,"shop:p2:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",DF,3
538,VisualWebArena,"shop:p2:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
539,VisualWebArena,"shop:p2:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,2
540,VisualWebArena,"shop:p2:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",DF,1
541,VisualWebArena,"shop:p2:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",EF,2
542,VisualWebArena,"shop:p2:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",DF,2
543,VisualWebArena,"shop:p2:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",EF,1
544,VisualWebArena,"shop:p2:Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.",DF,1
545,VisualWebArena,"shop:p2:Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.",EF,2
546,VisualWebArena,"shop:p2:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,2
547,VisualWebArena,"shop:p2:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,1
548,VisualWebArena,"shop:p2:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,2
549,VisualWebArena,"shop:p2:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,1
550,VisualWebArena,"shop:p2:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,3
551,VisualWebArena,"shop:p2:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,3
552,VisualWebArena,"shop:p2:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",DF,1
553,VisualWebArena,"shop:p2:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,2
554,VisualWebArena,"shop:p2:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,1
555,VisualWebArena,"shop:p2:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",EF,2
556,VisualWebArena,"shop:p2:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,1
557,VisualWebArena,"shop:p2:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",EF,2
558,VisualWebArena,"shop:p2:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,2
559,VisualWebArena,"shop:p2:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",EF,1
560,VisualWebArena,"shop:p2:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DC,1
561,VisualWebArena,"shop:p2:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",DF,1
562,VisualWebArena,"shop:p2:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",EF,1
563,VisualWebArena,"shop:p2:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DF,2
564,VisualWebArena,"shop:p2:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EC,1
565,VisualWebArena,"shop:p2:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DF,3
566,VisualWebArena,"shop:p2:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",DF,2
567,VisualWebArena,"shop:p2:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EF,1
568,VisualWebArena,"shop:s:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
569,VisualWebArena,"shop:s:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
570,VisualWebArena,"shop:s:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
571,VisualWebArena,"shop:s:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
572,VisualWebArena,"shop:s:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
573,VisualWebArena,"shop:s:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EF,3
574,VisualWebArena,"shop:s:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EC,3
575,VisualWebArena,"shop:s:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EC,1
576,VisualWebArena,"shop:s:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",EF,2
577,VisualWebArena,"shop:w:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",EF,3
