,agent,site_name,scenario,prompt,task_correct
2871,DoBrowser,shop,"shop:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
2874,DoBrowser,spotify,"spotify:Buy the best value membership for one person. Input the results to the scratchpad textarea in the end, if there are any.","Buy the best value membership for one person. Input the results to the scratchpad textarea in the end, if there are any.",True
2911,DoBrowser,shop,"shop:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",True
2926,DoBrowser,health,"health:View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.","View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.",True
2930,DoBrowser,news,"news:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.","Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",True
2954,DoBrowser,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",True
2956,DoBrowser,shop,"shop:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
2957,DoBrowser,spotify,"spotify:Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.","Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.",True
2964,DoBrowser,spotify,"spotify:Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.","Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.",True
2989,DoBrowser,shop,"shop:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3001,DoBrowser,shop,"shop:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3005,DoBrowser,shop,"shop:Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.","Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.",True
3011,DoBrowser,shop,"shop:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
3013,DoBrowser,health,"health:Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.","Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.",False
3022,DoBrowser,shop,"shop:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3024,DoBrowser,health,"health:Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.","Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.",False
3035,DoBrowser,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",True
3040,DoBrowser,health,"health:Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.","Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",True
3045,DoBrowser,shop,"shop:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",False
3047,DoBrowser,health,"health:When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.","When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.",True
3056,DoBrowser,shop,"shop:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3057,DoBrowser,shop,"shop:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
3089,DoBrowser,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",True
3093,DoBrowser,shop,"shop:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",False
3094,DoBrowser,spotify,"spotify:Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.","Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.",False
3125,DoBrowser,shop,"shop:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",False
3133,DoBrowser,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",True
3135,DoBrowser,shop,"shop:Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.","Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.",True
3154,DoBrowser,shop,"shop:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",True
3168,DoBrowser,shop,"shop:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3170,DoBrowser,health,"health:Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.","Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",True
3190,DoBrowser,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",True
3201,DoBrowser,spotify,"spotify:Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.","Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.",True
3212,DoBrowser,health,"health:Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.","Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.",False
3214,DoBrowser,health,"health:Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.","Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.",False
3229,DoBrowser,shop,"shop:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3230,DoBrowser,shop,"shop:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
3237,DoBrowser,shop,"shop:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3241,DoBrowser,health,"health:Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.","Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",True
3245,DoBrowser,health,"health:When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.","When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.",True
3250,DoBrowser,health,"health:Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.","Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",True
3267,DoBrowser,shop,"shop:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
3274,DoBrowser,shop,"shop:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3283,DoBrowser,shop,"shop:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3289,DoBrowser,shop,"shop:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3293,DoBrowser,news,"news:Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.","Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.",False
3306,DoBrowser,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
3307,DoBrowser,shop,"shop:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
3311,DoBrowser,spotify,"spotify:Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.","Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.",True
3322,DoBrowser,news,"news:Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.","Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.",True
3337,DoBrowser,shop,"shop:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3349,DoBrowser,spotify,"spotify:Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.","Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.",False
3351,DoBrowser,shop,"shop:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3352,DoBrowser,shop,"shop:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",True
3365,DoBrowser,news,"news:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.","Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",True
3382,DoBrowser,news,"news:Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.","Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.",False
3398,DoBrowser,shop,"shop:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",False
3399,DoBrowser,shop,"shop:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3403,DoBrowser,shop,"shop:Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the comment of the highest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3404,DoBrowser,spotify,"spotify:Buy the best value membership for one person. Input the results to the scratchpad textarea in the end, if there are any.","Buy the best value membership for one person. Input the results to the scratchpad textarea in the end, if there are any.",True
3412,DoBrowser,shop,"shop:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3423,DoBrowser,shop,"shop:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
3426,DoBrowser,shop,"shop:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3436,DoBrowser,shop,"shop:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3441,DoBrowser,news,"news:Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.","Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.",False
3465,DoBrowser,health,"health:Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.","Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.",False
3478,DoBrowser,shop,"shop:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",True
3493,DoBrowser,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",True
3494,DoBrowser,shop,"shop:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
3503,DoBrowser,health,"health:Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.","Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",True
3507,DoBrowser,health,"health:Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.","Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",True
3539,DoBrowser,shop,"shop:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",True
3542,DoBrowser,shop,"shop:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
3545,DoBrowser,spotify,"spotify:Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.","Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.",True
3549,DoBrowser,shop,"shop:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
3564,DoBrowser,health,"health:View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.","View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.",True
3565,DoBrowser,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
3578,DoBrowser,shop,"shop:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3605,DoBrowser,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
3606,DoBrowser,news,"news:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.","Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",True
3609,DoBrowser,shop,"shop:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3630,DoBrowser,shop,"shop:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
3642,DoBrowser,shop,"shop:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
3648,DoBrowser,shop,"shop:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",True
3665,DoBrowser,shop,"shop:Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.","Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.",True
3689,BrowserUse,shop,"shop:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
3701,BrowserUse,shop,"shop:Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 5 stars and leave a good review Input the results to the scratchpad textarea in the end, if there are any.",True
3706,BrowserUse,shop,"shop:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3721,BrowserUse,shop,"shop:Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.","Search for the Dell Inspiron 15 and tell me the product rating Input the results to the scratchpad textarea in the end, if there are any.",True
3725,BrowserUse,health,"health:View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.","View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.",True
3741,BrowserUse,shop,"shop:Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the price of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3744,BrowserUse,shop,"shop:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",False
3747,BrowserUse,health,"health:Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.","Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.",False
3751,BrowserUse,news,"news:Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.","Open the oldest news article and then tell me the exact title of that article Input the results to the scratchpad textarea in the end, if there are any.",False
3755,BrowserUse,news,"news:Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.","Open the article related to the President Trump, and tell me whether the article is a biased article (output yes if it is, and no otherwise) Input the results to the scratchpad textarea in the end, if there are any.",False
3775,BrowserUse,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3780,BrowserUse,shop,"shop:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3789,BrowserUse,spotify,"spotify:Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.","Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.",False
3816,BrowserUse,spotify,"spotify:Buy the best value membership for one person. Input the results to the scratchpad textarea in the end, if there are any.","Buy the best value membership for one person. Input the results to the scratchpad textarea in the end, if there are any.",True
3819,BrowserUse,shop,"shop:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3822,BrowserUse,shop,"shop:What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the best rated touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",False
3825,BrowserUse,shop,"shop:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
3834,BrowserUse,shop,"shop:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3841,BrowserUse,health,"health:When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.","When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.",True
3851,BrowserUse,shop,"shop:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3871,BrowserUse,spotify,"spotify:Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.","Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.",True
3879,BrowserUse,spotify,"spotify:Buy the best value membership for one person. Input the results to the scratchpad textarea in the end, if there are any.","Buy the best value membership for one person. Input the results to the scratchpad textarea in the end, if there are any.",True
3899,BrowserUse,shop,"shop:Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for toothbrush and buy the cheapest one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3904,BrowserUse,shop,"shop:Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for toothbrush and buy the highest rated one for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
3919,BrowserUse,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Tell me the total of my cart Input the results to the scratchpad textarea in the end, if there are any.",True
3920,BrowserUse,shop,"shop:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",True
3921,BrowserUse,shop,"shop:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
3935,BrowserUse,health,"health:View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.","View and download the most recent lab results for my blood test. Input the results to the scratchpad textarea in the end, if there are any.",True
3939,BrowserUse,news,"news:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.","Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",True
